Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
BungeeCord1,net.md_5.bungee,UserConnection,init,Long Statement,The length of the statement "forgeClientHandler.setFmlTokenInHandshake(this.getPendingConnection().getExtraDataInHandshake().contains(ForgeConstants.FML_HANDSHAKE_TOKEN));" is 142.,159
BungeeCord1,net.md_5.bungee,UserConnection,connect,Complex Conditional,The conditional expression request.isRetry() && def != null && (getServer() == null || def != getServer().getInfo()) is complex.,304
BungeeCord1,net.md_5.bungee,UserConnection,connect,Complex Conditional,The conditional expression getPendingConnection().getListener().isSetLocalAddress() && !PlatformDependent.isWindows() && getPendingConnection().getListener().getSocketAddress() instanceof InetSocketAddress is complex.,304
BungeeCord1,net.md_5.bungee,UserConnection,connect,Complex Method,Cyclomatic complexity of the method is 13,304
BungeeCord1,net.md_5.bungee,UserConnection,connect,Long Statement,The length of the statement "ch.pipeline().addAfter(PipelineUtils.FRAME_DECODER`PipelineUtils.PACKET_DECODER`new MinecraftDecoder(Protocol.HANDSHAKE`false`getPendingConnection().getVersion()));" is 164.,304
BungeeCord1,net.md_5.bungee,UserConnection,connect,Long Statement,The length of the statement "ch.pipeline().addAfter(PipelineUtils.FRAME_PREPENDER`PipelineUtils.PACKET_ENCODER`new MinecraftEncoder(Protocol.HANDSHAKE`false`getPendingConnection().getVersion()));" is 166.,304
BungeeCord1,net.md_5.bungee,UserConnection,connect,Long Statement,The length of the statement "@Override @SuppressWarnings("ThrowableResultIgnored") public void operationComplete( ChannelFuture future) throws Exception {" is 125.,304
BungeeCord1,net.md_5.bungee,UserConnection,connect,Long Statement,The length of the statement "callback.done((future.isSuccess()) ? ServerConnectRequest.Result.SUCCESS : ServerConnectRequest.Result.FAIL`future.cause());" is 124.,304
BungeeCord1,net.md_5.bungee,UserConnection,connect,Long Statement,The length of the statement "Bootstrap b=new Bootstrap().channel(PipelineUtils.getChannel(target.getAddress())).group(ch.getHandle().eventLoop()).handler(initializer).option(ChannelOption.CONNECT_TIMEOUT_MILLIS`request.getConnectTimeout()).remoteAddress(target.getAddress());" is 246.,304
BungeeCord1,net.md_5.bungee,UserConnection,connect,Long Statement,The length of the statement "if (getPendingConnection().getListener().isSetLocalAddress() && !PlatformDependent.isWindows() && getPendingConnection().getListener().getSocketAddress() instanceof InetSocketAddress) {" is 185.,304
BungeeCord1,net.md_5.bungee,UserConnection,initChannel,Long Statement,The length of the statement "ch.pipeline().addAfter(PipelineUtils.FRAME_DECODER`PipelineUtils.PACKET_DECODER`new MinecraftDecoder(Protocol.HANDSHAKE`false`getPendingConnection().getVersion()));" is 164.,352
BungeeCord1,net.md_5.bungee,UserConnection,initChannel,Long Statement,The length of the statement "ch.pipeline().addAfter(PipelineUtils.FRAME_PREPENDER`PipelineUtils.PACKET_ENCODER`new MinecraftEncoder(Protocol.HANDSHAKE`false`getPendingConnection().getVersion()));" is 166.,352
BungeeCord1,net.md_5.bungee,UserConnection,operationComplete,Complex Conditional,The conditional expression request.isRetry() && def != null && (getServer() == null || def != getServer().getInfo()) is complex.,363
BungeeCord1,net.md_5.bungee,UserConnection,operationComplete,Long Statement,The length of the statement "callback.done((future.isSuccess()) ? ServerConnectRequest.Result.SUCCESS : ServerConnectRequest.Result.FAIL`future.cause());" is 124.,363
BungeeCord1,net.md_5.bungee,UserConnection,disconnect0,Long Statement,The length of the statement "bungee.getLogger().log(Level.INFO`"[{0}] disconnected with: {1}"`new Object[]{getName()`BaseComponent.toLegacyText(reason)});" is 125.,429
BungeeCord1,net.md_5.bungee,UserConnection,hasPermission,Long Statement,The length of the statement "return bungee.getPluginManager().callEvent(new PermissionCheckEvent(this`permission`permissions.contains(permission))).hasPermission();" is 135.,597
BungeeCord1,net.md_5.bungee,UserConnection,getLocale,Long Statement,The length of the statement "return (locale == null && settings != null) ? locale=Locale.forLanguageTag(settings.getLocale().replace('_'`'-')) : locale;" is 123.,656
BungeeCord1,net.md_5.bungee,UserConnection,getViewDistance,Magic Number,The method contains a magic number: 10,662
BungeeCord1,net.md_5.bungee,UserConnection,getChatMode,Magic Number,The method contains a magic number: 2,668
BungeeCord1,net.md_5.bungee,UserConnection,getChatMode,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@316c124e,668
BungeeCord1,net.md_5.bungee,UserConnection,getSkinParts,Long Statement,The length of the statement "return (settings != null) ? new PlayerSkinConfiguration(settings.getSkinParts()) : PlayerSkinConfiguration.SKIN_SHOW_ALL;" is 121.,694
BungeeCord1,net.md_5.bungee,UserConnection,setCompressionThreshold,Complex Conditional,The conditional expression !ch.isClosing() && this.compressionThreshold == -1 && compressionThreshold >= 0 is complex.,761
BungeeCord1,net.md_5.bungee,UserConnection,storeCookie,Long Statement,The length of the statement "Preconditions.checkState(getPendingConnection().getVersion() >= ProtocolConstants.MINECRAFT_1_20_5`"Cookies are only supported in 1.20.5 and above");" is 149.,789
BungeeCord1,net.md_5.bungee,UserConnection,transfer,Long Statement,The length of the statement "Preconditions.checkState(getPendingConnection().getVersion() >= ProtocolConstants.MINECRAFT_1_20_5`"Transfers are only supported in 1.20.5 and above");" is 151.,797
BungeeCord1,net.md_5.bungee,ThrottleTest,testThrottle,Magic Number,The method contains a magic number: 10,26
BungeeCord1,net.md_5.bungee,ThrottleTest,testThrottle,Magic Number,The method contains a magic number: 3,26
BungeeCord1,net.md_5.bungee,ThrottleTest,testThrottle,Magic Number,The method contains a magic number: 50,26
BungeeCord1,net.md_5.bungee.api.chat,BaseComponent,BaseComponent,Abstract Function Call From Constructor,The constructor BaseComponent calls a virtual method duplicate.,69
BungeeCord1,net.md_5.bungee.api.chat,BaseComponent,copyFormatting,Complex Method,Cyclomatic complexity of the method is 13,105
BungeeCord1,net.md_5.bungee.api.chat,BaseComponent,applyStyle,Complex Method,Cyclomatic complexity of the method is 8,524
BungeeCord1,net.md_5.bungee.api.chat,ComponentBuilder,ComponentBuilder,Abstract Function Call From Constructor,The constructor ComponentBuilder calls a virtual method duplicate.,43
BungeeCord1,net.md_5.bungee.api.chat,ComponentBuilder,setCursor,Complex Conditional,The conditional expression (this.cursor != pos) && (pos < 0 || pos >= parts.size()) is complex.,114
BungeeCord1,net.md_5.bungee.api.chat,ComponentStyle,isEmpty,Long Statement,The length of the statement "return color == null && font == null && bold == null && italic == null && underlined == null && strikethrough == null && obfuscated == null;" is 140.,191
BungeeCord1,net.md_5.bungee.api.chat,ComponentStyle,builder,Long Statement,The length of the statement "return new ComponentStyleBuilder().color(other.color).font(other.font).bold(other.bold).italic(other.italic).underlined(other.underlined).strikethrough(other.strikethrough).obfuscated(other.obfuscated);" is 202.,219
BungeeCord1,net.md_5.bungee.api.chat,HoverEvent,getClass,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@11db3938,122
BungeeCord1,net.md_5.bungee.api.chat,TextComponent,populateComponentStructure,Complex Method,Cyclomatic complexity of the method is 18,93
BungeeCord1,net.md_5.bungee.api.chat,TextComponent,populateComponentStructure,Long Statement,The length of the statement "component.setClickEvent(new ClickEvent(ClickEvent.Action.OPEN_URL`urlString.startsWith("http") ? urlString : "http://" + urlString));" is 133.,93
BungeeCord1,net.md_5.bungee.api.chat,TextComponent,populateComponentStructure,Magic Number,The method contains a magic number: 32,93
BungeeCord1,net.md_5.bungee.api.chat,TextComponent,populateComponentStructure,Magic Number,The method contains a magic number: 12,93
BungeeCord1,net.md_5.bungee.api.chat,TextComponent,populateComponentStructure,Magic Number,The method contains a magic number: 6,93
BungeeCord1,net.md_5.bungee.api.chat,TextComponent,populateComponentStructure,Magic Number,The method contains a magic number: 2,93
BungeeCord1,net.md_5.bungee.api.chat,TextComponent,populateComponentStructure,Magic Number,The method contains a magic number: 2,93
BungeeCord1,net.md_5.bungee.api.chat,TextComponent,populateComponentStructure,Magic Number,The method contains a magic number: 12,93
BungeeCord1,net.md_5.bungee.api.chat,TranslatableComponent,TranslatableComponent,Abstract Function Call From Constructor,The constructor TranslatableComponent calls a virtual method duplicate.,38
BungeeCord1,net.md_5.bungee.api.chat,TranslatableComponent,convert,Complex Method,Cyclomatic complexity of the method is 12,172
BungeeCord1,net.md_5.bungee.api.chat,TranslatableComponent,convert,Magic Number,The method contains a magic number: 2,172
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testItemParse,Long Statement,The length of the statement "textComponent.setHoverEvent(new HoverEvent(HoverEvent.Action.SHOW_ITEM`new BaseComponent[]{new TextComponent("{id:\"minecraft:netherrack\"`Count:47b}")}));" is 155.,46
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testItemParse,Long Statement,The length of the statement "json="{\"hoverEvent\":{\"action\":\"show_item\"`\"value\":[{\"text\":\"{id:\\\"minecraft:netherrack\\\"`Count:47b}\"}]}`\"text\":\"Test\"}";" is 140.,46
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testItemParse,Long Statement,The length of the statement "json="{\"extra\":[{\"text\":\"[\"}`{\"extra\":[{\"translate\":\"block.minecraft.dirt\"}]`\"text\":\"\"}`{\"text\":\"]\"}]`\"hoverEvent\":{\"action\":\"show_item\"`\"value\":[" + hoverVal + "]}`\"text\":\"\"}";" is 209.,46
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testArrayUUIDParse,Long Statement,The length of the statement "BaseComponent[] uuidComponent=ComponentSerializer.parse("{\"translate\":\"multiplayer.player.joined\"`\"with\":[{\"text\":\"Rexcantor64\"`\"hoverEvent\":{\"contents\":{\"type\":\"minecraft:player\"`\"id\":[1328556382`-2138814985`-1895806765`-1039963041]`\"name\":\"Rexcantor64\"}`\"action\":\"show_entity\"}`\"insertion\":\"Rexcantor64\"`\"clickEvent\":{\"action\":\"suggest_command\"`\"value\":\"/tell Rexcantor64 \"}}]`\"color\":\"yellow\"}");" is 445.,92
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testArrayUUIDParse,Long Statement,The length of the statement "assertEquals("4f30295e-8084-45f7-8f00-48d3c2036c5f"`((Entity)((TranslatableComponent)uuidComponent[0]).getWith().get(0).getHoverEvent().getContents().get(0)).getId());" is 167.,92
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testEmptyComponentBuilderCreate,Long Statement,The length of the statement "testEmptyComponentBuilder(ComponentBuilder::create`(components) -> assertEquals(components.length`0)`(components`size) -> assertEquals(size`components.length));" is 160.,100
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testEmptyComponentBuilderBuild,Long Statement,The length of the statement "testEmptyComponentBuilder(ComponentBuilder::build`(component) -> assertNull(component.getExtra())`(component`size) -> assertEquals(component.getExtra().size()`size));" is 166.,110
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testEmptyComponentBuilder,Magic Number,The method contains a magic number: 3,120
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testComponentBuilderCursorInvalidPos,Magic Number,The method contains a magic number: 2,194
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testComponentBuilderCursor,Magic Number,The method contains a magic number: 2,204
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testComponentBuilderCursor,Magic Number,The method contains a magic number: 3,204
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testComponentBuilderCursor,Magic Number,The method contains a magic number: 3,204
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testHoverEventContentsCreate,Long Statement,The length of the statement "HoverEvent hoverEvent=new HoverEvent(HoverEvent.Action.SHOW_TEXT`new Text(new ComponentBuilder("First").create())`new Text(new ComponentBuilder("Second").create()));" is 165.,277
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testHoverEventContentsCreate,Long Statement,The length of the statement "this.testHoverEventContents(hoverEvent`ComponentSerializer::parse`(components) -> components[0].getHoverEvent()`ComponentsTest::testDissembleReassemble);" is 153.,277
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testHoverEventContentsBuild,Long Statement,The length of the statement "HoverEvent hoverEvent=new HoverEvent(HoverEvent.Action.SHOW_TEXT`new Text(new ComponentBuilder("First").build())`new Text(new ComponentBuilder("Second").build()));" is 163.,306
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testHoverEventContentsBuild,Long Statement,The length of the statement "this.testHoverEventContents(hoverEvent`ComponentSerializer::deserialize`BaseComponent::getHoverEvent`ComponentsTest::testDissembleReassemble);" is 142.,306
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testHoverEventContents,Long Statement,The length of the statement "String json="{\"italic\":true`\"color\":\"gray\"`\"translate\":\"chat.type.admin\"`\"with\":[{\"text\":\"@\"}" + "`{\"translate\":\"commands.give.success.single\"`\"with\":[\"1\"`{\"color\":\"white\"" + "`\"hoverEvent\":{\"action\":\"show_item\"`\"contents\":{\"id\":\"minecraft:diamond_sword\"`\"tag\":\""+ "{Damage:0`display:{Lore:['\\\"test lore'!\\\"']`Name:'\\\"test\\\"'}}\"}}`"+ "\"extra\":[{\"italic\":true`\"extra\":[{\"text\":\"test\"}]`\"text\":\"\"}`{\"text\":\"]\"}]`"+ "\"text\":\"[\"}`{\"insertion\":\"Name\"`\"clickEvent\":{\"action\":\"suggest_command\"`\"value\":"+ "\"/tell Name \"}`\"hoverEvent\":{\"action\":\"show_entity\"`\"contents\":"+ "{\"type\":\"minecraft:player\"`\"id\":\"00000000-0000-0000-0000-00000000000000\"`\"name\":"+ "{\"text\":\"Name\"}}}`\"text\":\"Name\"}]}]}";" is 802.,324
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testHoverEventContents,Magic Number,The method contains a magic number: 2,324
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testFormatRetentionCopyFormattingCreate,Long Statement,The length of the statement "testFormatRetentionCopyFormatting(() -> new HoverEvent(HoverEvent.Action.SHOW_TEXT`new ComponentBuilder("Test").create()));" is 123.,348
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testFormatRetentionCopyFormattingBuild,Long Statement,The length of the statement "testFormatRetentionCopyFormatting(() -> new HoverEvent(HoverEvent.Action.SHOW_TEXT`new Text(new ComponentBuilder("Test").build())));" is 132.,354
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderAppendMixedComponents,Magic Number,The method contains a magic number: 2,414
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderAppendMixedComponents,Magic Number,The method contains a magic number: 3,414
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testScore,Long Statement,The length of the statement "BaseComponent[] component=ComponentSerializer.parse("{\"score\":{\"name\":\"@p\"`\"objective\":\"TEST\"`\"value\":\"hello\"}}");" is 128.,434
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testStyle,Long Statement,The length of the statement "ComponentStyle style=ComponentSerializer.deserializeStyle("{\"color\":\"red\"`\"font\":\"minecraft:example\"`\"bold\":true`\"italic\":false`\"obfuscated\":true}");" is 163.,444
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderAppendCreate,Long Statement,The length of the statement "testBuilderAppend(() -> new HoverEvent(HoverEvent.Action.SHOW_TEXT`new ComponentBuilder("Hello world").create())`ComponentBuilder::create`(components`index) -> components[index]`BaseComponent::toPlainText`YELLOW + "Hello " + GREEN+ "world!"`BaseComponent::toLegacyText);" is 270.,454
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderAppendBuild,Long Statement,The length of the statement "testBuilderAppend(() -> new HoverEvent(HoverEvent.Action.SHOW_TEXT`new Text(new ComponentBuilder("Hello world").build()))`ComponentBuilder::build`(component`index) -> component.getExtra().get(index)`(component) -> BaseComponent.toPlainText(component)`WHITE.toString() + YELLOW + "Hello "+ GREEN+ "world!"`(component) -> BaseComponent.toLegacyText(component));" is 359.,467
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderAppend,Long Parameter List,The method has 6 parameters. ,481
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderAppendLegacyCreate,Long Statement,The length of the statement "testBuilderAppendLegacy(ComponentBuilder::create`BaseComponent::toPlainText`YELLOW + "Hello " + GREEN+ "world!"`BaseComponent::toLegacyText);" is 141.,497
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderAppendLegacyBuild,Long Statement,The length of the statement "testBuilderAppendLegacy(ComponentBuilder::build`(component) -> BaseComponent.toPlainText(component)`WHITE.toString() + YELLOW + "Hello "+ GREEN+ "world!"`(component) -> BaseComponent.toLegacyText(component));" is 208.,508
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testLegacyConverter,Long Statement,The length of the statement "assertEquals(WHITE + "Text " + WHITE+ "http://spigotmc.org"+ WHITE+ " "+ GREEN+ "google.com/test"+ GREEN`BaseComponent.toLegacyText(test2));" is 140.,541
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testLegacyConverter,Magic Number,The method contains a magic number: 3,541
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderCreate,Long Statement,The length of the statement "testBuilder(ComponentBuilder::create`BaseComponent::toPlainText`RED + "Hello " + BLUE+ BOLD+ "World"+ YELLOW+ BOLD+ "!"`BaseComponent::toLegacyText);" is 149.,567
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderBuild,Long Statement,The length of the statement "testBuilder(ComponentBuilder::build`(component) -> BaseComponent.toPlainText(component)`WHITE.toString() + RED + "Hello "+ BLUE+ BOLD+ "World"+ YELLOW+ BOLD+ "!"`(component) -> BaseComponent.toLegacyText(component));" is 216.,578
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilder,Long Statement,The length of the statement "T component=componentBuilder.apply(new ComponentBuilder("Hello ").color(RED).append("World").bold(true).color(BLUE).append("!").color(YELLOW));" is 143.,590
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderFormatRetention,Long Statement,The length of the statement "T noneRetention=componentBuilder.apply(new ComponentBuilder("Hello ").color(RED).append("World"`ComponentBuilder.FormatRetention.NONE));" is 136.,645
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderFormatRetention,Long Statement,The length of the statement "T formattingRetention=componentBuilder.apply(new ComponentBuilder("Hello ").color(RED).event(testEvent).append("World"`ComponentBuilder.FormatRetention.FORMATTING));" is 165.,645
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testBuilderFormatRetention,Long Statement,The length of the statement "T eventRetention=componentBuilder.apply(new ComponentBuilder("Hello ").color(RED).event(testEvent).event(testClickEvent).append("World"`ComponentBuilder.FormatRetention.EVENTS));" is 178.,645
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testLegacyResetInBuilder,Long Statement,The length of the statement "String expected="{\"extra\":[{\"underlined\":true`\"color\":\"dark_red\"`\"text\":\"44444\"}`{\"color\":" + "\"white\"`\"text\":\"dd\"}`{\"bold\":true`\"color\":\"gold\"`\"text\":\"6666\"}]`\"text\":\"\"}";" is 206.,842
BungeeCord1,net.md_5.bungee.api.chat,ComponentsTest,testLegacyResetInBuilder,Long Statement,The length of the statement "assertEquals("{\"extra\":[{\"underlined\":true`\"color\":\"dark_red\"`\"text\":\"44444\"}`" + "{\"color\":\"white\"`\"text\":\"dd\"}`{\"bold\":true`\"color\":\"gold\"`\"text\":\"6666\"}`" + "{\"color\":\"white\"`\"text\":\"rrrr\"}]`\"text\":\"\"}"`test2);" is 255.,842
BungeeCord1,net.md_5.bungee.api.chat,TranslatableComponentTest,testMissingPlaceholdersAdded,Long Statement,The length of the statement "assertEquals(WHITE + "Test string with " + WHITE+ "2"+ WHITE+ " placeholders: "+ WHITE+ "aoeu"`testComponent.toLegacyText());" is 125.,11
BungeeCord1,net.md_5.bungee.api.chat,TranslatableComponentTest,testMissingPlaceholdersAdded,Magic Number,The method contains a magic number: 2,11
BungeeCord1,net.md_5.bungee.api.chat,TranslatableComponentTest,testJsonSerialisation,Long Statement,The length of the statement "assertEquals(WHITE + "Test string with " + WHITE+ "a"+ WHITE+ " placeholder"`BaseComponent.toLegacyText(baseComponents));" is 121.,19
BungeeCord1,net.md_5.bungee.api.chat,TranslatableComponentTest,testTranslateComponent,Long Statement,The length of the statement "assertEquals(WHITE + "Given " + AQUA+ "Golden Sword"+ WHITE+ " * "+ WHITE+ "5"+ WHITE+ " to "+ WHITE+ "thinkofdeath"`translatableComponent.toLegacyText());" is 155.,30
BungeeCord1,net.md_5.bungee.api.chat.hover.content,EntitySerializer,deserialize,Long Statement,The length of the statement "return new Entity((value.has("type")) ? value.get("type").getAsString() : null`idString`(value.has("name")) ? context.deserialize(value.get("name")`BaseComponent.class) : null);" is 177.,17
BungeeCord1,net.md_5.bungee.api.chat.hover.content,EntitySerializer,parseUUID,Long Statement,The length of the statement "return new UUID((long)array[0] << 32 | (long)array[1] & 0XFFFFFFFFL`(long)array[2] << 32 | (long)array[3] & 0XFFFFFFFFL);" is 121.,52
BungeeCord1,net.md_5.bungee.api.chat.hover.content,EntitySerializer,parseUUID,Magic Number,The method contains a magic number: 32,52
BungeeCord1,net.md_5.bungee.api.chat.hover.content,EntitySerializer,parseUUID,Magic Number,The method contains a magic number: 0XFFFFFFFFL,52
BungeeCord1,net.md_5.bungee.api.chat.hover.content,EntitySerializer,parseUUID,Magic Number,The method contains a magic number: 2,52
BungeeCord1,net.md_5.bungee.api.chat.hover.content,EntitySerializer,parseUUID,Magic Number,The method contains a magic number: 32,52
BungeeCord1,net.md_5.bungee.api.chat.hover.content,EntitySerializer,parseUUID,Magic Number,The method contains a magic number: 3,52
BungeeCord1,net.md_5.bungee.api.chat.hover.content,EntitySerializer,parseUUID,Magic Number,The method contains a magic number: 0XFFFFFFFFL,52
BungeeCord1,net.md_5.bungee.api.chat.hover.content,ItemSerializer,deserialize,Complex Conditional,The conditional expression last == 'b' || last == 's' || last == 'l' || last == 'f' || last == 'd' is complex.,17
BungeeCord1,net.md_5.bungee.api.chat.hover.content,ItemSerializer,deserialize,Long Statement,The length of the statement "return new Item((value.has("id")) ? value.get("id").getAsString() : null`count`(value.has("tag")) ? context.deserialize(value.get("tag")`ItemTag.class) : null);" is 160.,17
BungeeCord1,net.md_5.bungee.api.chat.hover.content,Text,equals,Long Statement,The length of the statement "return o instanceof Text && ((Text)o).value instanceof BaseComponent[] && Arrays.equals((BaseComponent[])value`(BaseComponent[])((Text)o).value);" is 145.,46
BungeeCord1,net.md_5.bungee.chat,BaseComponentSerializer,deserialize,Complex Method,Cyclomatic complexity of the method is 10,22
BungeeCord1,net.md_5.bungee.chat,BaseComponentSerializer,deserialize,Long Statement,The length of the statement "component.setClickEvent(new ClickEvent(ClickEvent.Action.valueOf(clickEvent.get("action").getAsString().toUpperCase(Locale.ROOT))`(clickEvent.has("value")) ? clickEvent.get("value").getAsString() : ""));" is 203.,22
BungeeCord1,net.md_5.bungee.chat,BaseComponentSerializer,serialize,Complex Method,Cyclomatic complexity of the method is 8,97
BungeeCord1,net.md_5.bungee.chat,BaseComponentSerializer,serialize,Long Statement,The length of the statement "hoverEvent.add("contents"`context.serialize((component.getHoverEvent().getContents().size() == 1) ? component.getHoverEvent().getContents().get(0) : component.getHoverEvent().getContents()));" is 191.,97
BungeeCord1,net.md_5.bungee.chat,ComponentStyleSerializer,serializeTo,Complex Method,Cyclomatic complexity of the method is 8,44
BungeeCord1,net.md_5.bungee.chat,ComponentStyleSerializer,deserialize,Complex Method,Cyclomatic complexity of the method is 9,76
BungeeCord1,net.md_5.bungee.config,Configuration,getSection,Long Statement,The length of the statement "return (Configuration)get(path`(def instanceof Configuration) ? def : new Configuration((defaults == null) ? null : defaults.getSection(path)));" is 144.,133
BungeeCord1,net.md_5.bungee.config,CompoundConfigurationTest,data,Long Statement,The length of the statement "return Stream.of(Arguments.of(YamlConfiguration.class`"" + "receipt: Oz-Ware Purchase Invoice\n" + "date: 2012-08-06\n"+ "customer:\n"+ " given: Dorothy\n"+ " family: Gale\n"+ "\n"+ "items:\n"+ " - part_no: A4786\n"+ " descrip: Water Bucket (Filled)\n"+ " price: 1.47\n"+ " quantity: 4\n"+ "\n"+ " - part_no: E1628\n"+ " descrip: High Heeled \"Ruby\" Slippers\n"+ " size: 8\n"+ " price: 100.27\n"+ " quantity: 1\n"+ "\n"+ "bill-to: &id001\n"+ " street: |\n"+ " 123 Tornado Alley\n"+ " Suite 16\n"+ " city: East Centerville\n"+ " state: KS\n"+ "\n"+ "ship-to: *id001\n"+ "\n"+ "specialDelivery: >\n"+ " Follow the Yellow Brick\n"+ " Road to the Emerald City.\n"+ " Pay no attention to the\n"+ " man behind the curtain."`"" + "someKey:\n" + " 1: 1\n"+ " 2: 2\n"+ " 3: 3\n"+ " 4: 4"`"" + "null:\n" + " null: object\n"+ " object: null\n")`Arguments.of(JsonConfiguration.class`"" + "{\n" + " \"customer\": {\n"+ " \"given\": \"Dorothy\"` \n"+ " \"family\": \"Gale\"\n"+ " }` \n"+ " \"ship-to\": {\n"+ " \"city\": \"East Centerville\"` \n"+ " \"state\": \"KS\"` \n"+ " \"street\": \"123 Tornado Alley\\nSuite 16\\n\"\n"+ " }` \n"+ " \"bill-to\": {\n"+ " \"city\": \"East Centerville\"` \n"+ " \"state\": \"KS\"` \n"+ " \"street\": \"123 Tornado Alley\\nSuite 16\\n\"\n"+ " }` \n"+ " \"date\": \"2012-08-06\"` \n"+ " \"items\": [\n"+ " {\n"+ " \"part_no\": \"A4786\"` \n"+ " \"price\": 1.47` \n"+ " \"descrip\": \"Water Bucket (Filled)\"` \n"+ " \"quantity\": 4\n"+ " }` \n"+ " {\n"+ " \"part_no\": \"E1628\"` \n"+ " \"descrip\": \"High Heeled \\\"Ruby\\\" Slippers\"` \n"+ " \"price\": 100.27` \n"+ " \"quantity\": 1` \n"+ " \"size\": 8\n"+ " }\n"+ " ]` \n"+ " \"receipt\": \"Oz-Ware Purchase Invoice\"` \n"+ " \"specialDelivery\": \"Follow the Yellow Brick Road to the Emerald City. Pay no attention to the man behind the curtain.\"\n"+ "}"`"" + "{\n" + " \"someKey\": {\n"+ " \"1\": 1` \n"+ " \"2\": 2` \n"+ " \"3\": 3` \n"+ " \"4\": 4\n"+ " }\n"+ "}"`"" + "{\n" + " \"null\": {\n"+ " \"null\": \"object\"` \n"+ " \"object\": null\n"+ " }\n"+ "}"));" is 2045.,19
BungeeCord1,net.md_5.bungee.config,DefaultConfigurationTest,testDefaultValues,Magic Number,The method contains a magic number: 10,9
BungeeCord1,net.md_5.bungee.config,DefaultConfigurationTest,testDefaultValues,Magic Number,The method contains a magic number: 11,9
BungeeCord1,net.md_5.bungee.config,DefaultConfigurationTest,testDefaultValues,Magic Number,The method contains a magic number: 12,9
BungeeCord1,net.md_5.bungee.config,DefaultConfigurationTest,testDefaultValues,Magic Number,The method contains a magic number: 10,9
BungeeCord1,net.md_5.bungee.config,DefaultConfigurationTest,testDefaultValues,Magic Number,The method contains a magic number: 11,9
BungeeCord1,net.md_5.bungee.config,DefaultConfigurationTest,testDefaultValues,Magic Number,The method contains a magic number: 12,9
BungeeCord1,net.md_5.bungee.event,EventBus,post,Long Statement,The length of the statement "logger.log(Level.WARNING`MessageFormat.format("Error dispatching event {0} to listener {1}"`event`method.getListener())`ex.getCause());" is 135.,37
BungeeCord1,net.md_5.bungee.event,EventBus,post,Long Statement,The length of the statement "logger.log(Level.WARNING`"Plugin listener {0} took {1}ms to process event {2}!"`new Object[]{method.getListener().getClass().getName()`elapsed / 1000000`event});" is 161.,37
BungeeCord1,net.md_5.bungee.event,EventBus,post,Magic Number,The method contains a magic number: 50000000,37
BungeeCord1,net.md_5.bungee.event,EventBus,post,Magic Number,The method contains a magic number: 1000000,37
